73,2115,2810,4,3351.92,837.98
74,7458,156,5,22465.15,4493.03
75,7162,669,2,4543.04,2271.52
76,8496,3039,2,7787.8,3893.9
77,43,984,4,9905.72,2476.43
78,2031,4550,5,6679.35,1335.87
79,5156,2515,4,18500.36,4625.09
80,5890,5277,4,2178.76,544.69
81,8090,5047,4,4968.68,1242.17
82,9204,4470,2,86.6,43.3
83,6493,9380,4,5185.08,1296.27
84,1756,4857,2,851.92,425.96
85,1771,6795,3,9427.56,3142.52
86,2133,2911,2,5010.82,2505.41
87,5862,5838,4,12095.88,3023.97
88,2379,9160,3,13291.2,4430.4
89,9755,5541,1,32.62,32.62
90,7996,510,2,4088.24,2044.12
91,7072,3938,5,4363.35,872.67
92,8890,3643,1,325.55,325.55
93,3244,2946,1,811.76,811.76
94,5384,5247,3,3402.84,1134.28
95,6941,2831,3,5122.11,1707.37
96,1917,2840,2,9755.84,4877.92
97,3359,7118,3,4862.4,1620.8
98,7854,4271,4,16225.24,4056.31
99,1727,5859,4,13217.84,3304.46
100,9876,4795,5,16364.65,3272.93
101,3685,760,4,12850.16,3212.54
102,8364,2089,1,4260.8,4260.8
103,7548,1384,2,9928.58,4964.29
104,9584,6191,4,8916.64,2229.16
105,7942,3728,3,12105.12,4035.04
106,6241,565,4,9789.36,2447.34
107,3324,1510,2,5413.26,2706.63
108,6894,7771,1,4329.49,4329.49
109,8067,2907,2,1196.7,598.35
110,485,7730,2,3602.58,1801.29
111,8678,487,5,23330.2,4666.04
112,6624,5137,1,355.62,355.62
113,1839,1694,2,5056.96,2528.48
114,1314,1518,5,13491.9,2698.38
115,7799,7563,1,4497.62,4497.62
116,4991,4460,5,6480.9,1296.18
117,9878,6825,2,633.66,316.83
118,7883,2647,1,1575.29,1575.29
119,8730,3305,5,17906.9,3581.38
120,1007,3569,1,930.44,930.44
121,4178,2777,2,7621.42,3810.71
122,2133,1920,4,19884.0,4971.0
123,8188,8842,2,3715.54,1857.77
124,6991,3528,3,11307.63,3769.21
125,394,5063,2,8061.22,4030.61
126,4599,4787,1,2037.08,2037.08
127,7179,2226,2,6988.9,3494.45
128,3606,4623,1,904.03,904.03
129,7893,3635,1,3397.02,3397.02
130,6186,8002,3,11103.69,3701.23
131,3422,5462,1,4658.75,4658.75
132,2264,481,3,5658.6,1886.2
133,6819,1563,4,1908.16,477.04
134,5106,3840,3,14966.01,4988.67
135,3891,10000,1,670.32,670.32
136,6254,6441,1,788.69,788.69
137,1848,7115,1,4817.73,4817.73
138,996,3702,5,1064.0,212.8
139,2544,3703,3,1031.94,343.98
140,2939,9956,5,18218.5,3643.7
141,2490,9794,1,3940.68,3940.68
142,9955,2764,1,2136.42,2136.42
143,1908,8250,1,4096.34,4096.34
144,279,8923,3,9088.89,3029.63
145,7840,5887,4,913.04,228.26
146,7717,5401,5,17296.2,3459.24
147,7432,3393,4,14497.68,3624.42
148,3328,5119,4,6236.16,1559.04
149,5754,9456,5,19379.45,3875.89
150,5541,7044,5,17718.35,3543.67
151,8862,3166,3,6535.23,2178.41
152,4911,9214,3,8485.11,2828.37
153,9174,4072,4,14175.76,3543.94
154,711,2898,2,3761.78,1880.89
155,1642,5955,2,4030.74,2015.37
156,1942,546,4,17826.0,4456.5
157,6135,5118,1,3837.65,3837.65
158,596,5076,1,1021.94,1021.94
159,34,4172,2,5250.46,2625.23
160,1620,6614,4,4379.12,1094.78
161,9518,2304,2,8093.2,4046.6
162,6521,2122,2,1221.54,610.77
163,1010,2754,3,5435.46,1811.82
164,3213,2745,2,8149.22,4074.61
165,1875,1893,3,14398.98,4799.66
166,774,1095,1,1319.37,1319.37
167,769,121,2,4342.98,2171.49
168,7723,6524,4,15105.04,3776.26
169,1271,6677,1,3499.58,3499.58
170,7378,561,1,3854.03,3854.03
171,7918,1921,4,7436.08,1859.02
172,2083,6454,2,504.76,252.38
173,166,1588,2,4955.68,2477.84
174,4737,6070,5,7841.2,1568.24
175,2058,4566,4,3511.0,877.75
176,4793,6987,3,1631.22,543.74
177,5303,776,3,13839.21,4613.07
178,1012,5314,4,8982.2,2245.55
179,1054,1203,5,16891.95,3378.39
180,7412,4464,3,10974.51,3658.17
181,4331,8302,2,8230.94,4115.47
182,2784,9721,2,3573.64,1786.82
183,2576,2386,3,4875.06,1625.02
184,7603,5612,5,5226.55,1045.31
185,6008,3334,5,17006.1,3401.22
186,2964,2912,4,11479.0,2869.75
187,3731,4035,4,10338.68,2584.67
188,9381,7741,5,14946.3,2989.26
189,8367,4054,3,6439.95,2146.65
190,9583,9738,2,9517.0,4758.5
191,3176,7865,5,7501.4,1500.28
192,3271,2095,2,4667.78,2333.89
193,15,8697,3,12267.72,4089.24
194,2586,4052,1,2881.42,2881.42
195,320,1982,3,4280.1,1426.7
196,2157,1253,4,18237.6,4559.4
197,1703,8821,1,1802.33,1802.33
198,3521,2925,3,6427.44,2142.48
199,4935,9369,5,17734.7,3546.94
200,2566,5474,2,5354.76,2677.38
201,9586,9514,1,1262.53,1262.53
202,1710,8988,3,2768.82,922.94
203,6094,1911,4,11003.32,2750.83
204,9057,1761,5,16693.55,3338.71
205,3563,9735,1,2050.02,2050.02
206,4651,8324,4,6840.8,1710.2
207,105,9283,2,6969.94,3484.97
208,3589,1888,2,5379.48,2689.74
209,429,95,5,10038.75,2007.75
210,8253,5283,3,72.93,24.31
211,6508,2580,2,1941.3,970.65
212,6806,8868,2,4184.9,2092.45
213,9287,7317,4,18728.76,4682.19
214,355,4621,3,14253.33,4751.11
215,1679,583,2,8847.38,4423.69
216,8346,1073,3,1211.16,403.72
217,6448,1480,2,1766.32,883.16
218,7845,7368,4,7450.0,1862.5
219,4399,2932,5,18005.8,3601.16
220,7740,314,2,5680.22,2840.11
221,2308,8892,2,737.68,368.84
222,7927,8970,1,850.12,850.12
223,2264,872,2,5677.52,2838.76
224,9710,5849,1,3230.74,3230.74
225,5719,3286,3,1416.6,472.2
226,131,536,4,18748.72,4687.18
227,7583,6850,2,8791.58,4395.79
228,6197,2426,2,1689.58,844.79
229,471,6362,5,11266.7,2253.34
230,9428,655,4,11570.04,2892.51
231,6036,9597,5,16120.6,3224.12
232,4605,4330,3,6507.6,2169.2
233,813,1719,2,6357.18,3178.59
234,8365,2714,3,12497.64,4165.88
235,9810,2988,1,2807.69,2807.69
236,9037,9839,1,2172.8,2172.8
237,2964,2987,1,4238.36,4238.36
238,3278,5075,3,8378.94,2792.98
239,7343,5197,4,17736.36,4434.09
240,5530,5328,1,1651.62,1651.62
241,6137,9908,1,2323.95,2323.95
242,1991,1220,4,14678.96,3669.74
243,4387,1610,3,9879.63,3293.21
244,3792,6709,5,24276.1,4855.22
245,6090,8952,3,13902.66,4634.22
246,9456,2924,4,4435.48,1108.87
247,5785,8169,5,24674.55,4934.91
248,4429,9543,4,4820.48,1205.12
249,7178,3676,5,23891.8,4778.36
250,3403,184,1,2372.43,2372.43
251,1851,7310,2,1923.5,961.75
252,739,6370,5,14777.2,2955.44
253,1543,6617,3,3864.51,1288.17
254,6987,8676,1,778.12,778.12
255,9216,4555,3,10236.06,3412.02
256,9682,2857,1,3224.21,3224.21
257,7841,9472,1,2283.35,2283.35
258,4508,4955,4,18174.56,4543.64
259,1713,7665,4,8441.2,2110.3
260,9645,1037,2,6160.08,3080.04
261,5126,3183,4,431.36,107.84
262,3988,961,3,14310.81,4770.27
263,1721,5758,5,7473.4,1494.68
264,130,5699,5,1320.85,264.17
265,5396,6354,2,7462.56,3731.28
266,9491,8092,2,4140.5,2070.25
267,7137,3544,3,976.23,325.41
268,5258,4270,3,5505.84,1835.28
269,2415,3230,3,10528.98,3509.66
270,5627,5814,4,1729.08,432.27
271,4005,8318,5,13136.65,2627.33
272,868,9113,4,18582.2,4645.55
273,3011,8894,5,13562.5,2712.5
274,7739,4497,1,2343.66,2343.66
275,7854,1850,5,22301.25,4460.25
276,5683,4062,4,17378.8,4344.7
277,5081,9825,5,6607.95,1321.59
278,6906,9394,4,17123.72,4280.93
279,5422,733,3,2916.84,972.28
280,7076,1085,5,15588.75,3117.75
281,3597,9709,3,8947.8,2982.6
282,3654,4392,4,9616.76,2404.19
283,4186,4708,2,512.24,256.12
284,4751,3805,1,1248.9,1248.9
285,1460,1274,1,3584.28,3584.28
286,1547,6836,3,9136.35,3045.45
287,3640,3901,1,1215.22,1215.22
288,1637,1053,5,2209.75,441.95
289,9308,412,1,2769.02,2769.02
290,2967,9995,2,5771.1,2885.55
291,3987,3490,5,1826.65,365.33
292,2167,7648,5,3731.15,746.23
293,4321,5625,4,10115.24,2528.81
294,2666,3788,4,11752.92,2938.23
295,4325,592,5,13137.1,2627.42
296,9331,232,1,1036.04,1036.04
297,7115,626,5,19440.7,3888.14
298,3411,2270,3,810.0,270.0
299,6530,3005,2,5856.48,2928.24
300,7101,934,3,6907.59,2302.53
301,3330,7856,2,3901.54,1950.77
302,7239,7440,1,4384.23,4384.23
303,6487,9744,1,4755.09,4755.09
304,8738,663,4,18881.04,4720.26
305,3549,759,2,9170.88,4585.44
306,2260,7468,5,14944.45,2988.89
307,8792,5512,2,6209.52,3104.76
308,6753,6566,3,3524.7,1174.9
309,9081,3671,5,15549.15,3109.83
310,3936,3089,4,13853.2,3463.3
311,868,2746,5,9818.35,1963.67
312,9768,9056,1,3092.32,3092.32
313,2709,9827,2,5656.04,2828.02
314,6709,8124,5,6445.5,1289.1
315,6418,995,4,13316.64,3329.16
316,9295,8435,4,11317.12,2829.28
317,2753,3706,5,2655.5,531.1
318,2666,4803,4,18447.72,4611.93
319,6301,8365,4,5148.84,1287.21
320,4227,6846,5,17341.65,3468.33
321,4330,8685,2,6269.66,3134.83
322,3577,9289,3,681.0,227.0
323,6500,6907,4,9685.48,2421.37
324,8870,65,2,3438.72,1719.36
325,46,1958,1,1025.92,1025.92
326,1875,6960,5,23885.65,4777.13
327,3707,9075,2,5859.84,2929.92
328,9205,3128,4,19951.76,4987.94
329,6048,4694,2,8230.7,4115.35
330,9435,7816,4,854.2,213.55
331,6504,501,1,4698.73,4698.73
332,8759,6809,5,13297.8,2659.56
333,5458,4101,2,6373.98,3186.99
334,8487,1205,1,4262.34,4262.34
335,9185,1377,2,3456.4,1728.2
336,130,1128,2,6754.9,3377.45
337,4271,2919,3,7994.01,2664.67
338,3517,5406,5,13554.8,2710.96
339,1698,2906,3,9354.81,3118.27
340,2543,3545,2,835.16,417.58
341,4514,3594,4,5522.24,1380.56
342,4111,688,4,10173.2,2543.3
343,3292,4560,1,2512.81,2512.81
344,2614,3735,5,18070.0,3614.0
345,883,8778,5,21369.0,4273.8
346,9998,4685,2,8923.22,4461.61
347,9952,4225,1,2796.7,2796.7
348,2352,3172,4,2156.52,539.13
349,7220,8086,4,14844.56,3711.14
350,5064,1851,1,2614.66,2614.66
351,3465,7470,3,8604.21,2868.07
352,591,9965,3,5674.05,1891.35
353,6945,2677,4,2001.32,500.33
354,6841,7592,5,11510.15,2302.03
355,291,5977,4,3578.12,894.53
356,6302,4410,2,8891.12,4445.56
357,8913,4002,2,6258.88,3129.44
358,8598,5508,5,5657.0,1131.4
359,9740,2745,5,2122.7,424.54
360,7625,8250,1,1611.65,1611.65
361,5988,72,5,17810.6,3562.12
362,823,890,3,13470.09,4490.03
363,1390,1697,1,3945.26,3945.26
364,8488,7728,3,8186.37,2728.79
365,5546,7613,4,9021.16,2255.29
366,1054,2449,2,522.16,261.08
367,6922,6716,3,11090.67,3696.89
368,162,1103,2,9185.82,4592.91
369,2733,4764,3,8725.41,2908.47
370,118,9917,5,12057.95,2411.59
371,2790,1171,5,7452.9,1490.58
372,3543,2523,3,14166.27,4722.09
373,2990,1207,5,959.7,191.94
374,2201,647,1,4150.37,4150.37
375,9092,3299,4,19583.96,4895.99
376,8772,5003,2,5500.18,2750.09
377,4047,5223,5,6209.35,1241.87
378,6036,1642,1,2246.37,2246.37
379,626,2647,1,4828.84,4828.84
380,905,8736,5,10846.55,2169.31
381,38,9580,2,1925.42,962.71
382,6788,787,1,618.03,618.03
383,4820,1787,3,6182.52,2060.84
384,1330,1003,2,5658.84,2829.42
385,1382,7061,1,3756.28,3756.28
386,9080,8422,5,22435.75,4487.15
387,4024,5144,4,15225.56,3806.39
388,9491,522,2,7866.44,3933.22
389,1264,2778,2,4556.84,2278.42
390,2321,4700,5,21830.75,4366.15
391,2573,2082,3,958.77,319.59
392,5239,5581,3,14914.2,4971.4
393,1859,3382,1,3835.9,3835.9
394,4770,1223,4,19469.44,4867.36
395,8724,2900,3,10872.03,3624.01
396,1200,4432,4,18352.48,4588.12
397,5008,341,3,7583.58,2527.86
398,9628,8641,2,2503.38,1251.69
399,7080,9687,3,3299.73,1099.91
400,9196,911,4,9279.16,2319.79
401,6442,9522,3,7058.37,2352.79
402,5116,4198,5,10892.95,2178.59
403,8867,6796,5,6953.25,1390.65
404,2360,687,1,1155.68,1155.68
405,5588,1055,1,4679.4,4679.4
406,8320,8071,5,4095.8,819.16
407,5118,5826,4,14387.68,3596.92
408,1459,7631,5,21142.9,4228.58
409,3679,3344,1,889.1,889.1
410,5060,286,2,8449.24,4224.62
411,2241,3592,5,7988.75,1597.75
412,3895,2596,2,9403.96,4701.98
413,4269,634,4,9057.08,2264.27
414,7599,4477,1,1416.17,1416.17
415,7509,2869,1,2425.63,2425.63
416,9754,9947,2,8299.28,4149.64
417,6280,247,2,7562.3,3781.15
418,5323,7419,1,900.48,900.48
419,5654,644,2,4679.08,2339.54
420,2609,9614,3,13199.34,4399.78
421,1164,4174,5,17456.8,3491.36
422,7110,3917,1,667.26,667.26
423,526,6163,3,720.24,240.08
424,1215,7074,4,1389.56,347.39
425,6551,2906,1,4756.07,4756.07
426,4568,6771,5,17592.8,3518.56
427,5328,2307,4,13559.2,3389.8
428,4350,3275,4,12486.44,3121.61
429,3262,2612,5,9815.25,1963.05
430,4081,3102,1,4788.02,4788.02
431,8710,8288,4,942.84,235.71
432,477,1053,3,3752.64,1250.88
433,568,8428,2,7057.16,3528.58
434,3546,6643,1,3386.66,3386.66
435,4608,4677,5,3710.0,742.0
436,5745,8655,1,1185.08,1185.08
437,1176,9763,2,4724.66,2362.33
438,3884,5117,4,1560.76,390.19
439,6357,6247,1,2011.87,2011.87
440,5849,5946,5,15544.4,3108.88
441,6354,6329,2,8210.08,4105.04
442,6476,3589,5,9983.4,1996.68
443,6023,4322,3,714.0,238.0
444,8419,5529,4,11793.56,2948.39
445,1760,5033,4,4349.84,1087.46
446,7308,8937,1,3785.7,3785.7
447,7160,1296,2,9704.24,4852.12
448,2748,3578,2,7901.4,3950.7
449,6029,3232,1,4468.31,4468.31
450,7211,6534,1,2739.23,2739.23
451,5068,1546,3,13933.02,4644.34
452,9790,1537,1,4214.12,4214.12
453,246,5828,4,3381.4,845.35
454,6733,2266,5,12816.7,2563.34
455,6551,3490,4,3283.16,820.79
456,3250,9007,5,24933.1,4986.62
457,7069,1882,1,660.63,660.63
458,1317,9588,4,19807.2,4951.8
459,3583,9962,3,11082.03,3694.01
460,9861,4093,4,14720.72,3680.18
461,9940,8130,1,3539.08,3539.08
462,2532,2206,5,10882.05,2176.41
463,6606,1012,3,2869.29,956.43
464,1707,1050,1,826.63,826.63
465,258,471,2,2034.56,1017.28
466,3507,892,1,231.76,231.76
467,456,5480,4,14991.28,3747.82
468,6286,7933,2,971.14,485.57
469,2289,3643,1,4750.45,4750.45
470,6150,633,4,17729.28,4432.32
471,8956,8218,4,7778.96,1944.74
472,33,7829,4,10540.24,2635.06
473,2486,4418,4,15122.72,3780.68
474,4527,5689,5,22971.05,4594.21
475,7405,8792,1,3117.62,3117.62
476,3354,9115,4,3323.68,830.92
477,4325,2947,2,9932.26,4966.13
478,6151,1556,3,5608.53,1869.51
479,1108,6880,4,3783.6,945.9
480,6558,1092,3,2397.54,799.18
481,4778,837,3,11170.59,3723.53
482,5560,250,3,9592.62,3197.54
483,44,2534,5,9327.55,1865.51
484,4056,3012,4,436.2,109.05
485,9865,2067,2,2137.06,1068.53
486,2343,4317,3,12570.06,4190.02
487,8645,9924,3,1559.67,519.89
488,3614,5342,3,2214.78,738.26
489,2252,5061,3,13919.88,4639.96
490,1842,7219,2,2766.8,1383.4
491,4239,8327,1,1394.2,1394.2
492,7463,3684,2,2191.16,1095.58
493,1230,7647,5,6481.95,1296.39
494,128,7040,3,13169.82,4389.94
495,7655,9141,4,19196.52,4799.13
496,7772,7163,1,3988.95,3988.95
497,9488,3601,1,1438.63,1438.63
498,6582,6877,1,4555.32,4555.32
499,953,1199,1,379.45,379.45
500,3319,8324,5,17502.5,3500.5
501,5296,3481,3,6808.44,2269.48
502,9464,5040,1,3226.08,3226.08
503,5023,3616,2,2981.4,1490.7
504,8796,9959,2,845.18,422.59
505,2517,7402,4,8031.2,2007.8
506,309,4459,2,5330.72,2665.36
507,6728,8795,5,16559.55,3311.91
508,9007,3355,2,3482.38,1741.19
509,3309,9282,1,3944.12,3944.12
510,6329,2831,3,9436.95,3145.65
511,3302,4019,1,1782.34,1782.34
512,43,4216,1,2932.84,2932.84
513,4182,6548,1,3876.34,3876.34
514,9799,2410,3,2400.78,800.26
515,1672,3027,1,656.57,656.57
516,7043,5214,2,2309.04,1154.52
517,8516,2849,5,14885.45,2977.09
518,204,2143,2,5903.86,2951.93
519,5930,2161,2,9130.74,4565.37
520,6866,1336,1,4527.93,4527.93
521,3921,38,3,14908.17,4969.39
522,983,8219,3,7888.44,2629.48
523,2537,688,5,16158.4,3231.68
524,5294,4093,4,15388.76,3847.19
525,3106,2557,4,8203.04,2050.76
526,2890,10000,4,5478.92,1369.73
527,4164,7177,5,17677.95,3535.59
528,6317,6389,3,3793.02,1264.34
529,9746,8256,3,13629.09,4543.03
530,3514,4887,1,724.88,724.88
531,1923,9935,3,5305.17,1768.39
532,6708,27,3,6746.88,2248.96
533,1679,8333,4,13489.88,3372.47
534,6839,7163,2,9019.38,4509.69
535,5803,4593,2,8716.96,4358.48
536,7353,6992,5,15045.45,3009.09
537,9270,1308,4,5245.32,1311.33
538,7879,1478,4,7027.48,1756.87
539,3349,6163,4,11962.52,2990.63
540,1000,7305,4,10169.6,2542.4
541,20,1960,4,3885.88,971.47
542,2526,6232,3,13079.13,4359.71
543,9622,2814,2,273.42,136.71
544,7114,2594,2,5011.56,2505.78
545,583,2684,4,5173.28,1293.32
546,8208,7628,3,3171.33,1057.11
547,2409,7756,2,3638.44,1819.22
548,3561,622,2,5614.68,2807.34
549,4713,4421,4,9023.56,2255.89
550,2253,1489,3,14403.45,4801.15
551,8838,5501,5,8450.75,1690.15
552,2736,1007,3,7953.06,2651.02
553,6652,1948,2,6162.4,3081.2
554,9951,4883,4,12164.64,3041.16
555,1472,8694,3,6002.67,2000.89
556,2939,2308,4,3450.36,862.59
557,7231,5648,2,9588.46,4794.23
558,3517,767,1,211.97,211.97
559,8460,6363,3,1593.21,531.07
560,6024,8127,2,2330.3,1165.15
561,659,4306,3,12408.54,4136.18
562,8648,3504,4,10882.0,2720.5
563,9953,4656,3,2193.0,731.0
564,5964,2813,4,5999.44,1499.86
565,9709,4167,2,495.64,247.82
566,6710,2680,2,1973.66,986.83
567,5075,8820,3,7838.34,2612.78
568,5710,7050,4,8136.88,2034.22
569,3116,1041,1,2900.71,2900.71
570,8426,7284,2,6315.62,3157.81
571,4710,6712,4,9358.0,2339.5
572,4575,292,4,5033.16,1258.29
573,1304,1984,5,18238.1,3647.62
574,7097,3774,5,13717.7,2743.54
575,5742,2495,2,6353.04,3176.52
576,310,3700,4,10437.8,2609.45
577,4890,2337,2,4625.38,2312.69
578,9433,2649,1,1414.43,1414.43
579,2199,9613,4,14178.32,3544.58
580,1693,5986,5,24382.35,4876.47
581,8608,570,5,7977.65,1595.53
582,8417,8550,1,2665.1,2665.1
583,7,8964,3,3864.48,1288.16
584,516,5564,3,14371.77,4790.59
585,6793,237,1,1193.6,1193.6
586,649,4684,2,9430.68,4715.34
587,3031,9541,2,3205.88,1602.94
588,6102,2204,4,19657.96,4914.49
589,6760,3866,3,8586.69,2862.23
590,9546,8835,5,7119.45,1423.89
591,1463,1091,2,4038.84,2019.42
592,6375,3784,2,9654.74,4827.37
593,4570,6109,1,4253.35,4253.35
594,3223,5268,2,7077.94,3538.97
595,7717,7817,5,18069.55,3613.91
596,5839,1580,1,4059.74,4059.74
597,8075,9094,2,406.48,203.24
598,3677,5032,1,3324.72,3324.72
599,2061,3095,2,7367.02,3683.51
600,5500,6144,2,7710.38,3855.19
601,1559,2565,4,19099.2,4774.8
602,2145,820,4,4299.36,1074.84
603,4841,8373,3,12009.51,4003.17
604,3957,2178,1,1147.61,1147.61
605,5241,7005,1,2084.14,2084.14
606,3102,7261,4,248.2,62.05
607,6191,9325,5,4437.45,887.49
608,8709,7098,1,2784.65,2784.65
609,4829,7506,2,5115.38,2557.69
610,2059,3298,2,2953.4,1476.7
611,366,8928,1,2496.74,2496.74
612,4399,424,3,8465.43,2821.81
613,1263,9989,5,2455.6,491.12
614,4446,5511,1,3399.19,3399.19
615,2817,6156,5,9790.15,1958.03
616,201,8911,1,3566.6,3566.6
617,1059,7425,5,16660.4,3332.08
618,3028,701,5,8486.8,1697.36
619,5984,3465,3,9341.85,3113.95
620,4840,8328,3,8672.1,2890.7
621,4118,6955,2,7411.18,3705.59
622,4947,4529,1,3109.3,3109.3
623,1959,5011,2,5420.64,2710.32
624,351,2252,4,5305.32,1326.33
625,6210,5061,3,13499.79,4499.93
626,6425,5113,4,8922.68,2230.67
627,9465,6235,5,20278.75,4055.75
628,507,9576,1,4053.03,4053.03
629,1781,964,2,3347.18,1673.59
630,4908,1170,4,1400.92,350.23
631,4801,4528,1,3672.26,3672.26
632,5497,5399,1,4791.22,4791.22
633,7704,4542,3,14116.56,4705.52
634,896,6185,3,5221.26,1740.42
635,7771,8630,3,485.43,161.81
636,8882,7393,5,19796.3,3959.26
637,5526,7995,2,7987.22,3993.61
638,2434,4178,5,8344.35,1668.87
639,7616,1986,1,25.22,25.22
640,3627,475,4,5141.16,1285.29
641,7962,7821,3,4635.36,1545.12
642,2647,4058,2,1378.02,689.01
643,8667,8627,1,2190.94,2190.94
644,6980,9603,5,13584.6,2716.92
645,2294,7539,3,8257.23,2752.41
646,2884,7637,1,3862.5,3862.5
647,8649,9745,4,286.8,71.7
648,5405,5193,3,14417.01,4805.67
649,5688,4606,1,3571.35,3571.35
650,3622,3706,2,2178.84,1089.42
651,9682,1737,1,1475.95,1475.95
652,7864,5218,4,1343.24,335.81
653,581,4726,3,5675.22,1891.74
654,893,457,3,3755.16,1251.72
655,7359,8665,1,4175.17,4175.17
656,2638,330,2,7160.88,3580.44
657,7817,8202,4,3790.6,947.65
658,4757,6756,3,577.95,192.65
659,5147,8783,5,13246.15,2649.23
660,1820,3107,4,5659.28,1414.82
661,7534,1490,4,6320.28,1580.07
662,7617,5477,1,2480.09,2480.09
663,7575,6710,4,7625.2,1906.3
664,2864,9958,3,5810.25,1936.75
665,1758,8859,4,3028.36,757.09
666,627,5107,4,16049.08,4012.27
667,2087,1053,3,14555.97,4851.99
668,5919,6876,4,18028.52,4507.13
669,3686,4503,1,3148.89,3148.89
670,4817,3490,3,609.15,203.05
671,3227,5785,2,6422.68,3211.34
672,8560,2925,1,1055.39,1055.39
673,2183,7436,1,3528.9,3528.9
674,2686,6616,4,12556.88,3139.22
675,408,3807,2,4864.58,2432.29
676,805,2040,1,2147.35,2147.35
677,7423,1379,4,8468.52,2117.13
678,1635,2343,5,19253.45,3850.69
679,7064,7585,5,18443.55,3688.71
680,6525,9420,4,19750.32,4937.58
681,9273,9762,3,9590.13,3196.71
682,9854,7550,1,4767.47,4767.47
683,1629,4969,5,10194.85,2038.97
684,3780,1490,4,8328.92,2082.23
685,9081,7888,3,10662.24,3554.08
686,4317,7179,4,3348.6,837.15
687,8236,8037,3,11518.47,3839.49
688,524,2310,4,1195.56,298.89
689,9302,2004,2,1933.26,966.63
690,3965,3422,1,1394.71,1394.71
691,8626,2315,2,8800.86,4400.43
692,6240,8193,3,12554.97,4184.99
693,1288,3057,2,7468.54,3734.27
694,2826,6300,5,21466.35,4293.27
695,1563,5555,2,929.72,464.86
696,5062,4811,4,7361.68,1840.42
697,4943,9382,2,2325.02,1162.51
698,2418,5577,5,12411.5,2482.3
699,9584,247,2,2075.66,1037.83
700,8692,3153,3,5003.82,1667.94
701,4752,3677,5,24235.15,4847.03
702,9169,3862,2,4648.44,2324.22
703,494,7267,2,7532.74,3766.37
704,8084,2753,4,12401.96,3100.49
705,7302,5586,5,7712.95,1542.59
706,9160,2900,1,4419.55,4419.55
707,6622,2275,1,4610.69,4610.69
708,1852,6515,3,11226.99,3742.33
709,7878,1167,2,9815.7,4907.85
710,196,8664,3,6017.31,2005.77
711,9751,3610,5,3056.45,611.29
712,1545,5493,3,4812.78,1604.26
713,3227,7304,2,9076.18,4538.09
714,2359,9502,5,17731.5,3546.3
715,6846,700,5,3198.7,639.74
716,859,7465,3,11084.1,3694.7
717,1984,6571,5,913.65,182.73
